# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-169.0251195871343,36.9,0.06113316077126178,16.35773428666054,0.0,0.0
 0.16135136874686767,0.01627141512280479,0.1008446054667923,0.625,-169.0251195871343,36.92496717434777,0.06113316077126178,16.35773428666054,0.0,0.0
 0.22818323722955375,0.032542243595349254,0.24345912873526343,2.1339299125748346,-169.08211199389703,36.94993434869554,0.060607096950612775,16.499717860020176,-0.8527729069476973,-12.75997404095656
 0.2794635241820446,0.04881241334265515,0.317279225882249,1.439541420963126,-169.13861180646444,36.974901523043314,0.060082062275642736,16.643902724447592,-1.101784251319867,-4.855888279308359
 0.3226932955592562,0.06508185187430843,0.3763480123383131,1.3663913681302056,-169.19461977300486,36.999868697391086,0.05955804054329026,16.790344189935894,-1.2955878496722604,-4.483104864499849
 0.3607780177084726,0.08135048628853439,0.4271695707923309,1.3344342714356243,-169.2501366315268,37.02483587173886,0.05903501538572976,16.939099506726393,-1.4577199304335222,-4.257142276790835
 0.39520777983481525,0.09761824327622741,0.4724911234645551,1.3163481207309322,-169.30516310978277,37.04980304608662,0.058512970487697095,17.09022788734097,-1.5982241775018817,-4.0808950858495185
 0.4268677530570613,0.1138850491249902,0.5137972080574227,1.3046784437531884,-169.35969992517767,37.074770220434395,0.05799188881487057,17.243790820339257,-1.7225793279125075,-3.927834983866855
 0.45633466617934715,0.13015082972313516,0.5520015120227556,1.296515308773181,-169.4137477846749,37.09973739478217,0.057471753595111204,17.399851882804988,-1.8341880356773108,-3.7875941501450874
 0.4840091082840171,0.1464155105636809,0.5877148590396025,1.2904811913379248,-169.4673073846948,37.12470456912994,0.05695254799523849,17.5584769286109,-1.9353452480572508,-3.655257511509871
 0.5101827386312888,0.1626790167483263,0.6213699043220677,1.2858378771278607,-169.5203794110278,37.14967174347771,0.056434254779497144,17.719734298029664,-2.0276906806136417,-3.5281858623030766
 0.5350757299544207,0.17894127299141016,0.6532865428660696,1.2821536041891148,-169.57296453874886,37.17463891782548,0.05591685698735674,17.883694718859257,-2.11244711567472,-3.4048312619752723
 0.5588591287598101,0.19520220362385887,0.6837092866963937,1.2791587980869312,-169.6250634321131,37.199606092173255,0.055400336785724584,18.050431784697697,-2.1905571104682067,-3.2842233960179823
 0.5816689540927557,0.21146173259710024,0.7128300517828526,1.2766763735098898,-169.67667674447188,37.22457326652103,0.05488467696067758,18.22002160487262,-2.2627666632854075,-3.165721427638684
 0.6036154848735913,0.227719783486988,0.7408027743539656,1.2745851656672567,-169.7278051181891,37.2495404408688,0.05436985964510108,18.392543341614154,-2.32967908357806,-3.048883714736471
 0.624789602343301,0.2439762794976877,0.767753179510557,1.272799454104513,-169.77844918453476,37.27450761521657,0.05385586713072869,18.568079083614407,-2.3917911298135754,-2.9333948073334555
 0.6452672543565916,0.260231143465559,0.7937855354374342,1.271256876031566,-169.82860956362978,37.29947478956434,0.05334268139567105,18.74671414776599,-2.4495180923322226,-2.8190225364305
 0.6651126796121287,0.2764842978630164,0.8189874587304505,1.269910972856812,-169.87828686430873,37.324441963912115,0.05283028446017452,18.92853711120632,-2.5032116993844142,-2.705591155685129
 0.6843807885116319,0.2927356648023769,0.8434334175773489,1.26872642117612,-169.92748168408633,37.34940913825988,0.05231865802219496,19.11364010093251,-2.553173227024492,-2.5929647741074455
 0.703118955556964,0.3089851660396975,0.8671873400428728,1.2676758835620048,-169.97619460903047,37.37437631260765,0.051807783695041874,19.302118884033682,-2.599663287572349,-2.4810356549488786
 0.7213683918538012,0.325232722978587,0.890304592131725,1.2667378713970827,-170.02442621370417,37.39934348695542,0.05129764300736258,19.494073048472682,-2.6429092871258546,-2.3697170066014723
 0.73916521203207,0.34147825667400933,0.9128335024286696,1.2658952594494404,-170.07217706105433,37.424310661303196,0.050788217530541815,19.689606145335652,-2.683111189067073,-2.2589373572649607
 0.7565412748407846,0.35772168783607466,0.9348165542955315,1.2651342314345644,-170.1194477023477,37.44927783565097,0.05027948824115816,19.888826139272684,-2.7204460419935677,-2.1486370841022913
 0.7735248534689112,0.3739629368338128,0.9562913301935628,1.264443517367233,-170.16623867709237,37.47424500999874,0.04977143627494633,20.091845340283548,-2.755071576442033,-2.0387655161864258
 0.7901411759415428,0.3902019236989275,0.9772912683815322,1.2638138326069457,-170.21255051291294,37.49921218434651,0.04926404280811997,20.298780672445634,-2.7871290953130647,-1.9292788114718764
 0.8064128651052619,0.4064385681295483,0.9978462756542555,1.2632374589944024,-170.25838372552553,37.52417935869428,0.04875728853187483,20.509754133400076,-2.816745830838653,-1.8201389682163038
 0.8223603001059406,0.42267278949395803,1.017983228257006,1.2627079277572504,-170.3037388186051,37.549146533042055,0.04825115416814946,20.724892849508233,-2.844036867222843,-1.7113119685409182
 0.8380019158300906,0.4389045068343141,1.0377263849600236,1.2622197764732763,-170.34861628373488,37.57411370738983,0.04774562020384787,20.944329463740193,-2.869106741990375,-1.602767591894309
 0.8533544528462683,0.4551336388703464,1.0570977304227271,1.2617683606488692,-170.3930166003022,37.5990808817376,0.0472406674320941,21.168202194379365,-2.892050774442284,-1.4944782369019531
 0.8684331674947059,0.4713601040030551,1.0761172627131088,1.2613497061138719,-170.4369402354373,37.62404805608537,0.04673627558362986,21.396655756417747,-2.912956187527652,-1.3864187745958723
